"","blurb","state"
"1484","Help us achieve our dream of creating a full length album and sharing our love for music with others.","failed"
"1485","A great album by the band that everyone wants to be!","failed"
"1486","I'm trying to create an Alice Cooper tribute band based out of the Treasure Valley in Idaho! Help me bring this monster to life!","failed"
"1487","Hello everyone! We are getting so close to releasing our first album, but we need your support! Every donation is one step closer.","failed"
"1488","You're gonna love the music were working on. If you don't there are no refunds you'll just have to convince yourself its great music.","failed"
"1489","Acoustic Rock: I am looking for a way to be heard. I would like to share my story with the world through music.","failed"
"1490","Audio Production and Music Video","failed"
"1491","We are trying to bring our music out to everyone who is looking for good rock music to jam to, to a world filled with electronics","failed"
"1492","I'm creating a new studio album project, but I need your help to get there! I promise this will be a kick ass album with your support!","failed"
"1493","UNO by GENO- 12 song album with special guests Paul Rivers Bailey, The New Locals, Craig Miller, & the East Bradford Ukulele CLUB","failed"
"1494","Help us raise money for new equipment so we can provide you, the fans, with a better music experience!","failed"
"1495","Female fronted rock band Shadowsin is recording their first full length album ""Chasing Ghosts""!","failed"
"1496","We are recording a 6 song EP but we could use some help! Once we have CDs made can we can give to those who helped out! Thank you!","failed"
"1497","Guitar fueled solo album from an artist who previously supported Aerosmith on their world tour.","failed"
"1498","2 cousins that have been playing together since childhood look to professionally record and distribute an original album to the masses.","failed"
"1499","Nokie Edwards Rocks his 80th Birthday with a historic 12 track CD! Be a part of his once in a lifetime event. Rock on Nokie !!","failed"
"1500","The Christian Rock band, Render, is about bringing hope to a broken world with a unique sound that glorifies God. We're going on tour!","failed"
"1501","Ohio rock group gaining national awareness needs support for new release. With proper backing, they will be signed to a major deal!","failed"
"1502","Satsuma is a band from Athens, Georgia looking for funding to support the recording/mastering of their first studio effort! 3-4 song EP","failed"
"1503","Deathrope is a Rock Band located in Switzerland who needs your Help to record a new Album and finance the promotion.","failed"
"1504","Rock and Roll Superheroes in spandex tights for justice. What else can you ask for?","failed"
"1505","We are in the middle of Writing & Recording JADED PAST's New CD and we need a lil help to get over the hurdle!
Any donation will help!","failed"
"1506","Help me with the album everyone thought I could or would never make. This project is for all of us. You are the REASON for my NEEDS.","failed"
"1507","EMULATE is the kind of album that is pure magic, with your help I look forward to bringing it to fruition one song at a time :)","failed"
"1508","Canada's own Prairie Whiskey. Emerging Rock Band","failed"
"1509","We've been working hard to write our first EP, featuring 4 original songs crossing multiple genres, to preview our full-length album.","failed"
"1510","We are raising funds for our debut EP. Every little bit helps!","failed"
"1511","We are Mariachi Muerto, a rap/rock band, trying to raise money to get back into the studio and record a full length EP!!","failed"
"1512","We use the electric avenue of streaming 2 connect 2 our community thru music. We #Love our platform, but there's more road to tread...","failed"
"1513","We inspire each other by writing and recording and want to share our love for the instrument with you and others.","failed"
"1514","Santa Barbara Academy of Rock is an afterschool program teaching kids 7-17 how to play in a rock band!","failed"
"1515","Help me record and release my first full length album of alternative rock/pop originals out here in Los Angeles!","failed"
"1516","Symphonika are a UK based Rock band. We are working with Queen Producer Mack. Our aim is to deliver fantastic new Rock music!","failed"
"1517","Release the Skyline is looking to release a new single and perhaps more with your help.","failed"
"1518","I'm just one guy writing original songs. I'm trying to get enough money to get decent studio time. Your help is greatly appreciated.","failed"
"1519","I want to bring you music that captivates you, makes you feel what I feel when I play. Let's make an album like that.","failed"
"1520","I am recording an album by myself and need recording equipment. I have been playing guitar drums and singing for 10 years now.","failed"
"1521","Quiet riot, Slaughter, Great White, Firehouse, Ratt, Stryper, Cinderella, Warrant, Foghat, Dokken... Only the dream of TESLA is left..","failed"
"1522","I love to make drum cover videos and I know you guys enjoy watching them! Help me make awesome videos!","failed"
"1523","Explosively entertaining!!","failed"
"1524","I want to make and record my first (slow)rock album, but i've got one problem.. I'm broke.. So please, help me with a little donation.","failed"
"1525","Help us achieve our dreams! We are looking for partners (YOU) to become part of our story.","failed"
"1526","Our End of Summer Tour- PA, OH, WV, VA, DC. Nothing can stop us with our ""Empire"" fueling us. Make a pledge. Shred and conquer.","failed"
"1527","This is an album with a very ""Nuggets"" kind of feel. Inspired by the summer of love and good old garage rock.","failed"
"1528","Original rock music...16 song album...first release will be ""I Feel Like I Won The Lotery!""","failed"
